date,Artificial Intelligence,Automotive,Blockchain,Computers & Peripherals,Construction & Building Materials,E-commerce,Food,LED Lighting,Leisure & Entertainment,Metaverse,Others,PCB (Printed Circuit Boards),Regenerative Medicine,Semiconductors,Smart Grid,Transportation & Shipping,Wind Power
2007-04-23,0.07296403211347183,0.019669081920855917,0.001436761864208503,0.11207944341726903,0.1086914098545961,0.0008441568332403498,0.021398037881661374,0.07822953500448246,0.028938287891599697,0.010414216041007967,0.09896740103773047,0.06346334199035977,9.66354881655721e-05,0.3509009921766794,0.007482008108882322,0.02442465837578926,0.0
2007-04-24,0.09290438686935354,0.01312001654450455,0.0009256605153433508,0.09941100545798197,0.07467051810731587,0.00036316257821516275,0.019471924802732576,0.07507890552393194,0.021524263879546576,0.008588941548602232,0.08996644849537948,0.06507384460924205,0.00011857232275677045,0.40948527575151145,0.004510111800206974,0.02478696119337554,0.0
2007-04-25,0.12829458091372584,0.03105429359188962,0.0015292585612951244,0.10237903705830938,0.056960820536632796,0.00027118791496838257,0.011748200764351516,0.0695017786880744,0.02471583615852628,0.011851975031507788,0.11282150125239977,0.07961453517339394,0.00010395513344187959,0.3295732184809999,0.007357038688676021,0.03222278205180732,0.0
2007-04-26,0.11597616673843118,0.013193009675803048,0.001538517905915583,0.11733879949127043,0.05661961277130451,0.0006482999845490001,0.011753734032334729,0.07720036771719484,0.023427944442079005,0.007718848794662843,0.10306030375143098,0.09358380857042374,9.689003211284526e-05,0.34185246874219366,0.009947194409456874,0.026044032940836757,0.0
2007-04-27,0.10485216788722447,0.015398943030152788,0.0036162069366470996,0.1381843076670066,0.059832359198277264,0.00037711951673781907,0.012579663848306338,0.06294226567080788,0.03428741156071546,0.006756352663307897,0.09531217561743101,0.07997478316998131,7.582774081995935e-05,0.35365664153234283,0.008725799616353279,0.02342797434388797,0.0
2007-04-30,0.09807425695174804,0.019328874845516507,0.0016564848312461888,0.11444777946136565,0.05551740664920564,0.000265196587637231,0.017296939798617888,0.056929624488527154,0.035249965484465594,0.005331686635021437,0.09955788469207848,0.09801688921823783,0.00010153463173834915,0.3602212448345158,0.012334758904839597,0.025669471985238657,0.0
2007-05-02,0.11596768500248786,0.01400012975250314,0.000964891575951997,0.13853039599354597,0.050818141067630926,0.0003753632713334461,0.012091503800609905,0.06275665457822667,0.03272083760780165,0.0055773573222281745,0.09484125393358274,0.08525728263029593,6.705786649623191e-05,0.3435844338069379,0.01629009877711298,0.026156913013254485,0.0
2007-05-03,0.16136521104279825,0.015766916482289096,0.002069491147366385,0.12341141939015281,0.05837136974830004,0.0005186268409025853,0.010095135267441204,0.09496651702689701,0.02833142385611003,0.005974209569803897,0.08401614907594183,0.06263513620071165,0.00010021072348715726,0.3162355551220758,0.01098426938310996,0.02515835912261226,0.0
2007-05-04,0.17683907919452344,0.015034219255048544,0.0007050964432387778,0.10680269946145776,0.05825663197959552,0.0004562024815112631,0.014200031366376603,0.07715780848172808,0.02186529970085058,0.00727172028132101,0.06555766184271626,0.051818219499036505,3.651604907223941e-05,0.3686136005281892,0.01362259925712073,0.021762614178213506,0.0
2007-05-07,0.1255863410484174,0.014467093166085614,0.0021645439160374014,0.10954605209734936,0.05442337566760008,0.0005586254368235712,0.018476591701397503,0.053342305228879935,0.017611730098509377,0.010072721323674082,0.07562196056929499,0.0665103047817626,2.1706808802525962e-05,0.4166107556375515,0.011653342183069407,0.02333255033474464,0.0
2007-05-08,0.11603248622603148,0.012185941542616095,0.0014191211599724272,0.10597272914193175,0.04354727833003482,0.0006448644794088082,0.013197750226512569,0.07351278129966551,0.015124001077228218,0.006306336617118282,0.09742200119875344,0.05899956172304382,3.222843545770978e-05,0.432074641533372,0.005200744071579558,0.018327532937273513,0.0
2007-05-09,0.15820671969805003,0.011844376706406097,0.0009434917390270021,0.09948113913012376,0.04314404290906766,0.0007085570470445688,0.010760222989479637,0.059066043686461796,0.02524964765178637,0.0073369625164546775,0.0802047710028828,0.07549018326103082,4.5563819377114604e-05,0.40653234622205714,0.0050282601665623625,0.01595767145418816,0.0
2007-05-10,0.14046987686748827,0.008702182251032815,0.0006674767273612434,0.10834379866137263,0.03627226651411089,0.0002681962725731498,0.014205533235050926,0.061543542769179525,0.014969154739982374,0.006805602859804478,0.08697599322656077,0.06600085678943743,8.57887449812153e-05,0.42013004876523524,0.006083926227888119,0.02847575534794092,0.0
2007-05-11,0.1371249864989202,0.009995374745938635,0.0015567908449888722,0.09331071266341957,0.04179542628217973,0.0015376134754134729,0.01495416515806766,0.06175930787476081,0.01988960714297347,0.004236023499445267,0.10303407306134979,0.08131391004113774,4.939847207865686e-05,0.4022636886739657,0.008347488837177057,0.018831432728183335,0.0
2007-05-14,0.10480158868201184,0.009162307925508673,0.0012375552364737353,0.1038217995725793,0.0468289417781346,0.0004435756011453273,0.010041601198610117,0.05084225342072244,0.016233987966205163,0.005622434075853244,0.10707834609899161,0.06077407941271528,4.053560150069446e-05,0.4515475030010915,0.007794841045599235,0.023728649382857257,0.0
2007-05-15,0.10428603780523359,0.010818874462671676,0.0007590949117697134,0.11140992116266586,0.041564933765895214,0.0004987463185752269,0.020265358776708046,0.046207019357319926,0.041041217882065856,0.009866965519890964,0.10013023449860187,0.051049692580004594,3.988754405832405e-05,0.4368402589476523,0.006411851897903473,0.018809904568983325,0.0
2007-05-16,0.12024498336708382,0.009289840075298046,0.0009278834233473385,0.11270571727537612,0.04253027046917586,0.000891959205629597,0.020789427243507658,0.05769417999763023,0.021595725386486686,0.00507612788832966,0.10982231255192039,0.06086748599520792,4.53140592826718e-05,0.4089798011754247,0.005392007112049638,0.023146964774249625,0.0
